rank,Hospital,patient_count,total_billing,avg_billing
30179,"Tucker And Villarreal Wells,",1,14282.96,14282.96
30180,"Giles And Barnett Ortiz,",1,14281.19,14281.19
30181,Figueroa-Hayden,1,14280.61,14280.61
30182,Robbins-Underwood,1,14280.29,14280.29
30183,White-Small,1,14279.66,14279.66
30184,Payne-Lynch,1,14277.84,14277.84
30185,"Anderson Ortiz, Freeman And",1,14276.57,14276.57
30186,Sanchez-Hernandez,1,14276.47,14276.47
30187,"Eaton And Ryan, Allen",1,14274.97,14274.97
30188,Yu-Bryant,1,14273.01,14273.01
30189,Sharp Ltd,1,14271.84,14271.84
30190,"Owen And Dennis Willis,",1,14271.6,14271.6
30191,"Powers And Thomas Thompson,",1,14269.97,14269.97
30192,"Walker Reynolds, Rivera And",1,14267.58,14267.58
30193,"Taylor Mcintosh And Ross,",1,14265.94,14265.94
30194,Nelson-Edwards,1,14265.81,14265.81
30195,Pruitt-Carpenter,1,14264.29,14264.29
30196,"And Morales, Olson Norris",1,14263.7,14263.7
30197,Osborn-Warren,1,14263.52,14263.52
30198,Robles-Reynolds,1,14262.04,14262.04
30199,"Stevens, Cunningham And Gilbert",1,14260.64,14260.64
30200,"Cruz And Henderson, Pitts",1,14257.46,14257.46
30201,Sloan-Johnson,1,14255.39,14255.39
30202,"And Eaton, Haynes Taylor",1,14249.29,14249.29
30203,Kaiser-Wilson,1,14247.53,14247.53
30204,"Cervantes, Wells And Barker",1,14245.35,14245.35
30205,"And Baxter Johnson Stanley,",1,14245.22,14245.22
30206,"Miller Thomas, And Baker",1,14243.52,14243.52
30207,"And Davis Butler Simpson,",1,14243.52,14243.52
30208,Sons And Holt,1,14242.88,14242.88
30209,"And Wells Larson Malone,",1,14242.48,14242.48
30210,Group Roman,1,14239.49,14239.49
30211,White-White,1,14238.32,14238.32
30212,Ltd Best,1,14238.25,14238.25
30213,Cummings Plc,2,14237.73,7118.86
30214,"Patel, Lawson And Phillips",1,14235.24,14235.24
30215,"And Olson Moore Simpson,",1,14229.8,14229.8
30216,"Rogers Smith Massey, And",1,14229.34,14229.34
30217,White-Rowe,1,14227.32,14227.32
30218,Shaw-Andrews,1,14226.01,14226.01
30219,Rodriguez-Cruz,1,14225.33,14225.33
30220,Wilson-Chen,1,14224.31,14224.31
30221,"Russell Diaz And Terry,",1,14223.78,14223.78
30222,"Williams And Hansen Daugherty,",1,14223.53,14223.53
30223,Lozano-Horn,1,14221.89,14221.89
30224,Odom-Keller,1,14219.53,14219.53
30225,Sanchez-Perez,2,14218.61,7109.3
30226,Burch-Friedman,1,14218.51,14218.51
30227,Sims-Leon,1,14217.63,14217.63
30228,"Gallagher Clark, House And",1,14216.52,14216.52
30229,Mcguire-Garner,1,14216.33,14216.33
30230,"And Shelton Wright, Walter",1,14213.62,14213.62
30231,"Gutierrez King And Sullivan,",1,14213.56,14213.56
30232,"Hardin, Baker And Campos",1,14210.15,14210.15
30233,Lee-Edwards,1,14209.76,14209.76
30234,Simpson-White,1,14205.93,14205.93
30235,Inc Garza,1,14205.5,14205.5
30236,Watson-Bradley,1,14205.36,14205.36
30237,"And Hall Thornton Lambert,",1,14196.71,14196.71
30238,"Stanley, Lewis And Hampton",1,14195.05,14195.05
30239,"And Patterson, Lam Coleman",1,14194.19,14194.19
30240,"Crane Payne, And Sullivan",1,14194.13,14194.13
30241,Fields-Clements,1,14190.41,14190.41
30242,Baldwin Group,1,14184.78,14184.78
30243,"Bennett, Mccarthy And Anderson",1,14184.55,14184.55
30244,"Robinson Glenn And Joseph,",1,14176.08,14176.08
30245,Sons And Jordan,1,14174.76,14174.76
30246,Reyes-Phillips,1,14173.46,14173.46
30247,"And Johnson Jackson Mathews,",1,14172.66,14172.66
30248,"Harrison And Erickson, Barnett",1,14171.99,14171.99
30249,"Wright Lopez And Jones,",1,14165.3,14165.3
30250,Roach-Hamilton,1,14164.52,14164.52
30251,Riggs Llc,1,14164.3,14164.3
30252,Llc Weber,1,14163.39,14163.39
30253,"And Williams, Sandoval Castillo",1,14162.86,14162.86
30254,"And Johnson Atkinson Johnson,",1,14161.33,14161.33
30255,"Brown Morris, Bennett And",1,14160.8,14160.8
30256,"Holden, Collins And Glover",1,14160.48,14160.48
30257,"Murray, And Robinson Torres",1,14160.03,14160.03
30258,Jones-Ray,1,14159.21,14159.21
30259,"Garrett, Patterson And Johnson",1,14157.32,14157.32
30260,Sanchez-Owens,1,14156.22,14156.22
30261,Lara-Marquez,1,14155.93,14155.93
30262,Vincent-Schroeder,1,14151.81,14151.81
30263,Curry-Beard,1,14151.61,14151.61
30264,"Carroll Aguilar, Smith And",1,14150.83,14150.83
30265,Barton-Johnson,1,14150.51,14150.51
30266,Serrano-Ramirez,1,14149.98,14149.98
30267,"Clark Miller Harris, And",1,14147.22,14147.22
30268,"Potts, And Clarke Franco",1,14145.97,14145.97
30269,"Simmons, And Gilbert Carpenter",1,14145.93,14145.93
30270,Cobb-Ramsey,1,14144.21,14144.21
30271,"Brown Simmons, And Hansen",1,14142.8,14142.8
30272,"Casey And Martin, Burke",1,14142.55,14142.55
30273,Rush Inc,1,14140.88,14140.88
30274,"Walker And Washington Ferrell,",1,14138.47,14138.47
30275,Bird-Johnson,1,14137.75,14137.75
30276,Graham-Carroll,1,14137.29,14137.29
30277,"Miller, Braun And Cruz",1,14137.18,14137.18
30278,Fletcher-Hoffman,1,14136.65,14136.65
30279,Lamb-Hunt,1,14136.08,14136.08
30280,"Wilson Vincent Carney, And",1,14135.9,14135.9
30281,Mccormick-White,1,14134.55,14134.55
30282,Wright-Dougherty,1,14133.94,14133.94
30283,"Peterson And Clark Thompson,",1,14133.66,14133.66
30284,Fernandez-Goodwin,1,14132.9,14132.9
30285,"Anderson, Gardner And Walker",1,14131.32,14131.32
30286,Armstrong-Poole,1,14130.14,14130.14
30287,Marquez-Jackson,1,14127.53,14127.53
30288,"Jennings And Spence Wood,",1,14124.25,14124.25
30289,Nolan Inc,1,14122.45,14122.45
30290,Trevino Plc,1,14122.33,14122.33
30291,Butler-Taylor,1,14120.18,14120.18
30292,"Rodriguez Yang And Cervantes,",1,14120.18,14120.18
30293,Dunlap Group,1,14119.78,14119.78
30294,"Dunlap Walter Collins, And",1,14118.21,14118.21
30295,"Abbott, Vazquez Bautista And",1,14117.14,14117.14
30296,"Smith, And Anderson Blevins",1,14117.12,14117.12
30297,Smith-Ryan,1,14116.51,14116.51
30298,Hale-Mullins,1,14115.57,14115.57
30299,Plc Vincent,1,14115.21,14115.21
30300,Jenkins-Anderson,1,14114.69,14114.69
30301,Bonilla-Chambers,1,14111.85,14111.85
30302,Lee-White,1,14108.66,14108.66
30303,"Blair, Martin Young And",1,14107.67,14107.67
30304,"Barnes Anderson, Martin And",1,14107.57,14107.57
30305,Esparza-Holt,1,14106.04,14106.04
30306,"Smith, Santiago Lewis And",1,14105.13,14105.13
30307,Dudley-Schmidt,1,14103.92,14103.92
30308,Ramos-Mcgee,1,14102.0,14102.0
30309,"Turner Vega And Reeves,",1,14100.63,14100.63
30310,Group Chen,1,14099.52,14099.52
30311,Davis-Ingram,1,14098.32,14098.32
30312,"Reynolds Bell And Wood,",1,14097.62,14097.62
30313,Lozano-Preston,1,14096.26,14096.26
30314,Inc Drake,1,14095.13,14095.13
30315,Diaz-Huff,1,14092.51,14092.51
30316,Hartman-Ho,1,14092.2,14092.2
30317,Smith-Golden,1,14088.93,14088.93
30318,"Sharp Mcintosh, Rivera And",1,14087.78,14087.78
30319,Moody-Carter,1,14087.31,14087.31
30320,"Glover And Marshall Carpenter,",1,14086.01,14086.01
30321,Jones-Alvarado,1,14085.94,14085.94
30322,Brock-Cunningham,1,14085.26,14085.26
30323,Weaver And Sons,1,14084.28,14084.28
30324,Chaney-Hale,1,14082.55,14082.55
30325,"Gallegos And Lyons Carter,",1,14081.5,14081.5
30326,"And Williams Nash Bowman,",1,14078.55,14078.55
30327,Kim-Valencia,1,14077.34,14077.34
30328,"And Pacheco Barker, Turner",1,14076.96,14076.96
30329,Alexander-Nichols,1,14076.6,14076.6
30330,Cross-Stephens,1,14075.86,14075.86
30331,Plc Kirby,1,14075.75,14075.75
30332,Johnson-Hughes,1,14073.88,14073.88
30333,"Gonzalez Lee Dunn, And",1,14073.11,14073.11
30334,Marshall-Nichols,1,14072.05,14072.05
30335,"And Johnson Coleman Jackson,",1,14071.25,14071.25
30336,Cooper-Bishop,1,14070.32,14070.32
30337,"Meyer And Kaufman, Baldwin",1,14068.64,14068.64
30338,Walton-Reynolds,1,14066.71,14066.71
30339,Howell-Reynolds,1,14066.48,14066.48
30340,Gilbert-Harmon,1,14062.48,14062.48
30341,"And Lopez, Arroyo Thornton",1,14058.75,14058.75
30342,"Smith, Mitchell And Gardner",1,14056.42,14056.42
30343,"Taylor, Bush And Campos",1,14055.92,14055.92
30344,Yang-Beltran,1,14055.26,14055.26
30345,Roberts-Mills,1,14051.0,14051.0
30346,Mullins-Harrison,1,14049.56,14049.56
30347,Sanchez-Alexander,1,14049.47,14049.47
30348,"Vargas, Harding Hubbard And",1,14049.34,14049.34
30349,Benjamin-Sanford,1,14047.14,14047.14
30350,Franco Group,1,14046.07,14046.07
30351,"Morrison Winters Brown, And",1,14043.32,14043.32
30352,"Holmes And Howard Castro,",1,14042.75,14042.75
30353,Phillips-Newman,1,14041.37,14041.37
30354,Rodriguez-Harris,1,14038.7,14038.7
30355,Ward-Murphy,1,14038.22,14038.22
30356,Prince-Wheeler,1,14036.43,14036.43
30357,"Garcia Smith, And Nguyen",1,14034.81,14034.81
30358,"And Jordan, Smith Smith",1,14034.78,14034.78
30359,Evans-Molina,1,14033.55,14033.55
30360,Smith-Cooke,1,14032.67,14032.67
30361,"Brown Greene Swanson, And",1,14032.57,14032.57
30362,"Petty Parker, And Case",1,14030.01,14030.01
30363,Cohen-Compton,1,14029.42,14029.42
30364,"And Paul Frederick, Johnson",1,14028.73,14028.73
30365,"Flores Miller, Cowan And",1,14025.39,14025.39
30366,Anderson-Contreras,1,14024.8,14024.8
30367,"Dougherty And Munoz Mckenzie,",1,14024.54,14024.54
30368,"Thomas Craig Ramirez, And",1,14024.14,14024.14
30369,"Moore, Gallegos And Smith",1,14023.1,14023.1
30370,"James, And Erickson Nelson",1,14021.34,14021.34
30371,Harrington-Jackson,1,14020.06,14020.06
30372,Wilkinson-Jackson,1,14018.17,14018.17
30373,"And Peterson Rodriguez, Daniel",1,14017.62,14017.62
30374,"Hensley Turner And Lin,",1,14015.74,14015.74
30375,Russell-Chavez,1,14011.78,14011.78
30376,"Chavez And Gonzales Johnson,",1,14011.76,14011.76
30377,Townsend-Lewis,1,14010.14,14010.14
30378,Nielsen-Cohen,1,14009.21,14009.21
30379,Thompson-Robertson,1,14003.32,14003.32
30380,Horton-Walker,1,14003.16,14003.16
30381,"Wood And Welch Warren,",1,14000.95,14000.95
30382,"Mckinney, Torres And Jacobs",1,14000.4,14000.4
30383,"Stephens, Hinton Watson And",1,13998.24,13998.24
30384,Buchanan-Henry,1,13997.22,13997.22
30385,"Burton, Bentley Duran And",1,13994.63,13994.63
30386,"Thompson Flores Guzman, And",1,13994.1,13994.1
30387,"Johnson, Smith Reynolds And",1,13992.44,13992.44
30388,Parker-Franco,1,13991.56,13991.56
30389,"Rhodes, And Thomas Spencer",1,13989.44,13989.44
30390,"Powers, And Michael Williams",1,13989.04,13989.04
30391,"Hall Stewart, And Walters",1,13988.56,13988.56
30392,Plc Rose,1,13987.71,13987.71
30393,Hall-Casey,1,13984.64,13984.64
30394,Porter-Collins,1,13984.22,13984.22
30395,Plc Raymond,1,13983.25,13983.25
30396,Campos-Bailey,1,13983.01,13983.01
30397,George-Rosales,1,13981.69,13981.69
30398,Roth-Leonard,1,13981.65,13981.65
30399,"Ryan And Harris Smith,",1,13981.42,13981.42
30400,Wells-Knapp,1,13974.42,13974.42
30401,Glass-Taylor,1,13972.9,13972.9
30402,"Marquez, Rodriguez May And",1,13972.31,13972.31
30403,Burgess-Dudley,1,13971.4,13971.4
30404,Sanchez-Gordon,1,13971.32,13971.32
30405,Ltd Cross,1,13970.61,13970.61
30406,Gilbert-Daniel,1,13970.41,13970.41
30407,Perkins-Bernard,1,13970.37,13970.37
30408,"Fisher Alvarado, And Wright",1,13969.27,13969.27
30409,And Rose Sons,1,13968.03,13968.03
30410,"Powers, And Reynolds Romero",1,13966.01,13966.01
30411,"Miller Valdez, And Howard",1,13965.88,13965.88
30412,Walker-Stein,1,13964.14,13964.14
30413,"Cain Martinez And Marshall,",1,13963.06,13963.06
30414,Tapia Inc,1,13961.35,13961.35
30415,"And Porter, Hanson Byrd",1,13959.85,13959.85
30416,"Hunter And Mckenzie, Parsons",1,13959.49,13959.49
30417,"And Turner, Holt Oconnor",1,13959.42,13959.42
30418,"Meyer Jones, And Martinez",1,13957.48,13957.48
30419,Christensen-Villanueva,1,13957.14,13957.14
30420,Lopez-Morgan,1,13957.07,13957.07
30421,"Williams Cervantes, Alexander And",1,13955.31,13955.31
30422,Cook-Lucero,1,13953.94,13953.94
30423,"Pham Clayton Gardner, And",1,13952.48,13952.48
30424,Nixon-Mayer,1,13949.37,13949.37
30425,"And Gutierrez King, Evans",1,13945.91,13945.91
30426,Aguilar Sons And,1,13945.1,13945.1
30427,"Santiago, Kerr And Holt",1,13943.43,13943.43
30428,Plc Newton,1,13942.05,13942.05
30429,Hall-Pearson,1,13942.04,13942.04
30430,Perry-Hudson,1,13941.4,13941.4
30431,"And Castaneda Romero Powell,",1,13940.66,13940.66
30432,"Montoya Hamilton, And Cordova",1,13937.35,13937.35
30433,Ali-Baird,1,13936.98,13936.98
30434,And Lambert Sons,1,13936.6,13936.6
30435,"Nixon, And Mitchell Herrera",1,13936.02,13936.02
30436,"Vaughn Perry, And Mccall",1,13935.89,13935.89
30437,Matthews-Burns,1,13935.43,13935.43
30438,"Day Johnson Pineda, And",1,13935.18,13935.18
30439,"Ferguson And White, Clarke",1,13933.83,13933.83
30440,"Robbins, And Chapman Edwards",1,13931.86,13931.86
30441,"And Pham Castro Johnson,",1,13931.73,13931.73
30442,Barnes-Vargas,1,13929.36,13929.36
30443,Villegas-Smith,1,13928.5,13928.5
30444,Mathis-Schwartz,1,13928.28,13928.28
30445,Wall-Campbell,1,13925.62,13925.62
30446,Mayo-Gregory,1,13924.49,13924.49
30447,Wilkerson And Sons,1,13922.65,13922.65
30448,"And Fletcher, Brown Olson",1,13920.48,13920.48
30449,"Alexander Wagner And Hill,",1,13919.86,13919.86
30450,Morrison-Gray,1,13919.6,13919.6
30451,Jones-Bird,1,13919.11,13919.11
30452,"Thompson And Kane Williams,",1,13918.55,13918.55
30453,"Johnson Hernandez, Camacho And",1,13918.55,13918.55
30454,Sons And Alvarez,1,13916.4,13916.4
30455,Evans-Gray,1,13916.06,13916.06
30456,"Aguilar, Spencer Sanders And",1,13913.05,13913.05
30457,"Hamilton Martin Werner, And",1,13912.24,13912.24
30458,"Jackson, Anderson And Olsen",1,13910.55,13910.55
30459,"Torres Hawkins, Morris And",1,13910.41,13910.41
30460,Jensen-Summers,1,13907.92,13907.92
30461,"Walker, And Webb Morton",1,13907.11,13907.11
30462,Gill-Stewart,1,13906.71,13906.71
30463,"Maldonado Kelly Lewis, And",1,13905.2,13905.2
30464,Hoffman-Washington,1,13904.94,13904.94
30465,Silva-Miranda,1,13903.4,13903.4
30466,Boyer-Burgess,1,13900.05,13900.05
30467,Singh-Marquez,1,13898.71,13898.71
30468,"Fox Guzman James, And",1,13895.55,13895.55
30469,Shepard-Bell,1,13894.99,13894.99
30470,Jones-Holden,1,13893.53,13893.53
30471,Terrell-Evans,1,13892.18,13892.18
30472,Carter-Young,1,13889.92,13889.92
30473,"Howard, And Young Santana",1,13889.8,13889.8
30474,Brady-Gallegos,1,13888.82,13888.82
30475,Cole-Crawford,1,13888.49,13888.49
30476,"Butler Arnold Charles, And",1,13887.12,13887.12
30477,"Martin, Carter Miller And",1,13886.29,13886.29
30478,"Rice, And Johnson Adams",1,13884.16,13884.16
30479,"And Rios, Jones Wilson",1,13882.45,13882.45
30480,"And Reed Dunlap, Wright",1,13882.2,13882.2
30481,Vaughn-Nguyen,1,13880.01,13880.01
30482,"And Haynes, Jenkins Thompson",1,13879.93,13879.93
30483,Mccall Plc,1,13879.71,13879.71
30484,Miller-Phillips,1,13878.96,13878.96
30485,"Wilson And Brown Arnold,",1,13877.42,13877.42
30486,Jones-Carter,2,13877.33,6938.66
30487,Santana Ltd,1,13875.44,13875.44
30488,Phillips-Wilson,1,13874.68,13874.68
30489,"Meadows And Nelson, Owen",1,13869.79,13869.79
30490,Taylor-Bridges,1,13869.45,13869.45
30491,Bennett-Fritz,1,13864.84,13864.84
30492,"Davis Coleman, Hardy And",1,13864.1,13864.1
30493,Poole-Brewer,1,13863.63,13863.63
30494,"Gomez Rivera Hale, And",1,13862.99,13862.99
30495,Baxter-Murphy,1,13862.34,13862.34
30496,Wagner-Brown,1,13861.55,13861.55
30497,"Banks, Davis And Morales",1,13861.1,13861.1
30498,"Turner Collier And Guerrero,",1,13859.48,13859.48
30499,"Flores, And Wright Bradley",1,13857.23,13857.23
30500,Mcdaniel And Sons,1,13854.65,13854.65
30501,"And Smith Hogan, Weeks",1,13853.37,13853.37
30502,"Ramos And Brown, Hill",1,13853.11,13853.11
30503,"Wilson Olsen, Reeves And",1,13852.44,13852.44
30504,"Barker And Walker, Pena",1,13852.34,13852.34
30505,Malone-Torres,1,13850.96,13850.96
30506,Anderson-Sanchez,1,13840.05,13840.05
30507,"And Bush, Castillo Williamson",1,13839.81,13839.81
30508,"Humphrey, Bailey And Hart",1,13839.64,13839.64
30509,Plc Blackburn,1,13839.18,13839.18
30510,Downs Group,1,13837.66,13837.66
30511,Cantu-Gray,1,13836.88,13836.88
30512,Randall-Johnson,1,13836.55,13836.55
30513,Newman-Bishop,1,13836.15,13836.15
30514,"And Wade Moore, Weeks",1,13835.23,13835.23
30515,Group Dixon,3,13833.93,4611.31
30516,"Boone Simpson Le, And",1,13832.38,13832.38
30517,"Gates And Roberson, Reynolds",1,13830.58,13830.58
30518,Roberts-Rogers,1,13828.3,13828.3
30519,Lee-Ford,1,13827.93,13827.93
30520,"And Wood Walters, Reid",1,13826.33,13826.33
30521,Harrington-Adams,1,13823.09,13823.09
30522,"Hogan Jones, Jenkins And",1,13822.73,13822.73
30523,"And Howe Price, Fritz",1,13818.81,13818.81
30524,Plc Spence,1,13818.69,13818.69
30525,Anderson-Wright,1,13816.58,13816.58
30526,Meza-Nelson,1,13814.41,13814.41
30527,And Friedman Sons,1,13811.93,13811.93
30528,"Kemp, And Jimenez Evans",1,13811.7,13811.7
30529,Nichols-Collins,1,13810.84,13810.84
30530,Castillo-Garrison,1,13810.75,13810.75
30531,Plc Watts,1,13809.75,13809.75
30532,Johnson-Bates,1,13809.48,13809.48
30533,"Singh Shannon, Patrick And",1,13808.53,13808.53
30534,Francis-Cook,1,13807.57,13807.57
30535,"Henderson And Douglas Carter,",1,13805.64,13805.64
30536,"Campbell Jimenez, And Thomas",1,13803.18,13803.18
30537,"West, And Martinez Steele",1,13803.12,13803.12
30538,"Baker, And Perez Silva",1,13802.04,13802.04
30539,Williams-Petersen,1,13801.01,13801.01
30540,"And Hill, Guerrero Perry",1,13799.7,13799.7
30541,"Graves Jones And Cruz,",1,13799.2,13799.2
30542,Mcneil-Perez,1,13797.56,13797.56
30543,"Parks Barrett And Garcia,",1,13796.85,13796.85
30544,Caldwell-Garza,1,13796.19,13796.19
30545,"Finley Salinas, Jones And",1,13795.0,13795.0
30546,"Carson And Berry Porter,",1,13794.8,13794.8
30547,"Williams Sullivan, Fox And",1,13793.94,13793.94
30548,Tyler-Sullivan,1,13793.63,13793.63
30549,"Taylor Bates And Gross,",1,13790.62,13790.62
30550,Joseph-Young,2,13788.88,6894.44
30551,Wheeler-Gonzalez,1,13787.76,13787.76
30552,Nash-Roach,1,13785.27,13785.27
30553,Clark-Hubbard,1,13784.79,13784.79
30554,"Walters Washington Morris, And",1,13781.52,13781.52
30555,Inc Buchanan,1,13781.52,13781.52
30556,Thomas-Walker,1,13779.99,13779.99
30557,Figueroa-Hernandez,1,13779.52,13779.52
30558,Norman-Flynn,1,13779.4,13779.4
30559,"Steele Roberts And Wright,",1,13778.23,13778.23
30560,"Waller And Wilkerson Roberts,",1,13773.99,13773.99
30561,"Lee Brewer And Walters,",1,13772.73,13772.73
30562,Simpson-Morgan,1,13770.91,13770.91
30563,"Anderson Baker, And Gross",1,13768.02,13768.02
30564,Sons And Frank,1,13767.8,13767.8
30565,"And Rodriguez, Lee Hahn",1,13767.23,13767.23
30566,Long-West,1,13765.93,13765.93
30567,"Anderson Andrews, Henry And",1,13764.35,13764.35
30568,Odom-Howard,1,13763.87,13763.87
30569,Clay-Smith,1,13762.46,13762.46
30570,Marshall-Lewis,1,13761.81,13761.81
30571,Cooley-Alvarado,1,13761.29,13761.29
30572,"Duncan, And Rosario Hicks",1,13761.03,13761.03
30573,"Watson Clark Pace, And",1,13760.78,13760.78
30574,"Griffin, And Nguyen Mcknight",1,13759.1,13759.1
30575,Plc Winters,1,13758.26,13758.26
30576,"Ford King Henry, And",1,13757.42,13757.42
30577,"And Hall, Miller Burnett",1,13757.21,13757.21
30578,Wright-Chan,1,13754.72,13754.72
30579,"Lloyd, Parker And Barrett",1,13754.58,13754.58
30580,"And Moore Elliott, Bush",1,13753.31,13753.31
30581,Mckee-Miller,1,13752.12,13752.12
30582,"Anderson Craig And Berry,",1,13751.24,13751.24
30583,"Keith Sutton, Hernandez And",1,13750.87,13750.87
30584,"Burton Peterson And Williams,",1,13750.61,13750.61
30585,"And Williams, Brooks Acevedo",1,13750.39,13750.39
30586,Ltd Wise,1,13750.34,13750.34
30587,"And Perez Rodriguez, Potts",1,13750.17,13750.17
30588,"And Evans, White Vasquez",1,13748.74,13748.74
30589,"Boone And French, Taylor",1,13748.36,13748.36
30590,"Camacho, Wilson Evans And",1,13741.46,13741.46
30591,Mccoy-Montgomery,1,13739.99,13739.99
30592,Bell-Lopez,1,13729.0,13729.0
30593,"Everett, Perry And Edwards",1,13723.44,13723.44
30594,Curtis-Washington,1,13714.85,13714.85
30595,"Williams Roberts, And Novak",1,13713.08,13713.08
30596,Ltd Levy,1,13707.67,13707.67
30597,"Johnson Mcfarland And Long,",1,13707.45,13707.45
30598,"Edwards Hendricks, Martin And",1,13705.48,13705.48
30599,"And Johnson Howard, Gutierrez",1,13702.2,13702.2
30600,Plc Brewer,1,13701.85,13701.85
30601,"Henry And Ortega Bishop,",1,13698.66,13698.66
30602,Singh-Allen,1,13694.41,13694.41
30603,Franco-Hill,1,13694.15,13694.15
30604,"And Bowman, Ward Meyer",1,13692.23,13692.23
30605,"Sullivan And Walter, Love",1,13691.53,13691.53
